duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,credit_history,purpose,savings_status,employment,personal_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,target
34,2697,2,0,45,4,1,0<=X<200,all paid,repairs,500<=X<1000,4<=X<7,male single,none,no property,none,own,skilled,yes,no,1
7,2528,4,2,39,1,1,no checking,critical,radio/tv,100<=X<500,4<=X<7,male single,none,real estate,none,own,skilled,yes,no,0
68,3142,1,4,44,3,1,no checking,all paid,domestic appliance,<100,>=7,male div/sep,none,no property,none,own,highly skilled,no,no,0
58,3237,2,0,45,4,1,0<=X<200,delayed,car new,<100,4<=X<7,female div/dep/mar,none,no property,none,own,skilled,yes,no,0
29,4106,3,4,58,2,1,>=200,delayed,car used,100<=X<500,unemployed,male div/sep,none,no property,none,for free,skilled,yes,yes,0
36,2624,2,2,33,4,2,0<=X<200,existing paid,radio/tv,<100,1<=X<4,male single,none,no property,bank,own,skilled,no,no,1
21,3737,4,4,18,4,2,0<=X<200,delayed,radio/tv,unknown,4<=X<7,male single,none,no property,none,own,skilled,yes,no,0
36,3904,3,2,38,4,2,0<=X<200,existing paid,car used,>=1000,4<=X<7,female div/dep/mar,none,no property,stores,own,highly skilled,yes,no,1
10,3518,1,2,26,3,2,no checking,all paid,retraining,>=1000,>=7,female div/dep/mar,none,life insurance,none,for free,skilled,no,no,0
24,2946,3,3,23,1,1,<0,delayed,domestic appliance,500<=X<1000,>=7,male single,none,car,none,rent,skilled,no,no,0
64,3496,1,2,36,2,1,no checking,existing paid,radio/tv,500<=X<1000,>=7,male single,none,no property,none,own,highly skilled,no,no,0
49,4210,1,2,45,3,1,no checking,existing paid,radio/tv,unknown,4<=X<7,male single,none,no property,none,own,highly skilled,no,no,0
36,4319,2,1,24,2,2,0<=X<200,existing paid,radio/tv,<100,4<=X<7,male single,none,no property,none,own,skilled,yes,yes,0
24,5540,2,0,50,2,1,no checking,existing paid,other,<100,4<=X<7,male single,none,real estate,stores,own,unskilled resident,yes,no,0
23,2033,2,3,23,2,1,no checking,delayed,radio/tv,<100,4<=X<7,male single,none,car,none,own,skilled,yes,no,0
62,2720,4,3,32,3,2,>=200,all paid,radio/tv,<100,>=7,male div/sep,none,no property,stores,own,unskilled non-resident,no,yes,1
37,1254,4,3,39,1,2,<0,existing paid,radio/tv,<100,1<=X<4,female div/dep/mar,none,no property,none,own,skilled,yes,no,1
12,4434,2,1,30,2,2,0<=X<200,existing paid,education,unknown,>=7,male single,none,no property,none,own,highly skilled,yes,no,0
55,2852,4,2,18,1,1,0<=X<200,existing paid,domestic appliance,100<=X<500,4<=X<7,male single,none,car,none,own,skilled,no,no,0
13,3528,3,0,46,1,1,<0,existing paid,car new,unknown,<1,male single,co-applicant,real estate,none,rent,skilled,yes,no,0
23,2515,3,4,27,4,2,0<=X<200,all paid,radio/tv,<100,<1,female div/dep/mar,none,no property,none,own,unskilled resident,yes,no,1
30,2862,4,2,43,3,2,<0,all paid,education,100<=X<500,unemployed,male mar/wid,none,car,bank,own,skilled,yes,no,0
17,4799,4,1,19,3,1,0<=X<200,all paid,education,unknown,4<=X<7,male div/sep,none,no property,bank,own,highly skilled,yes,no,0
62,4138,3,2,21,4,2,<0,delayed,radio/tv,unknown,1<=X<4,male div/sep,co-applicant,no property,none,rent,skilled,yes,no,0
13,3131,1,2,45,4,1,<0,all paid,radio/tv,100<=X<500,unemployed,male mar/wid,none,car,none,own,unskilled non-resident,yes,no,0
59,4230,3,1,39,1,2,0<=X<200,critical,car used,500<=X<1000,>=7,male single,none,car,none,own,skilled,yes,no,0
19,4258,3,3,29,2,2,no checking,critical,radio/tv,unknown,>=7,male single,none,car,none,own,highly skilled,yes,no,0
49,2781,4,3,39,3,2,<0,delayed,radio/tv,100<=X<500,<1,male div/sep,guarantor,no property,none,own,skilled,yes,no,0
12,1434,3,0,23,2,1,no checking,delayed,education,<100,4<=X<7,male single,co-applicant,real estate,none,own,highly skilled,yes,no,0
61,2147,4,0,36,2,1,<0,all paid,business,unknown,>=7,female div/dep/mar,co-applicant,car,none,own,skilled,yes,no,0
19,1595,4,3,36,4,2,no checking,all paid,car new,500<=X<1000,>=7,male div/sep,none,no property,none,own,skilled,yes,no,0
9,4726,2,4,30,2,1,<0,existing paid,car used,<100,>=7,male div/sep,none,real estate,none,own,unskilled resident,yes,no,1
71,4943,3,2,24,1,2,no checking,all paid,car new,500<=X<1000,1<=X<4,male single,co-applicant,no property,none,own,skilled,no,no,0
28,5253,1,4,35,4,2,no checking,critical,car used,100<=X<500,>=7,female div/dep/mar,guarantor,car,none,rent,skilled,no,no,0
52,746,2,2,34,2,1,<0,existing paid,radio/tv,unknown,>=7,male div/sep,none,no property,none,rent,highly skilled,yes,no,0
16,4610,4,3,29,4,1,no checking,delayed,retraining,<100,1<=X<4,male mar/wid,none,real estate,none,rent,skilled,yes,no,0
69,6036,4,0,22,1,1,no checking,no credits,radio/tv,unknown,>=7,male div/sep,none,car,stores,own,unskilled resident,yes,no,0
12,4660,1,0,35,1,1,0<=X<200,delayed,furniture,500<=X<1000,4<=X<7,male mar/wid,guarantor,no property,none,own,skilled,no,no,0
25,581,4,4,29,2,2,no checking,all paid,business,100<=X<500,>=7,male single,co-applicant,life insurance,none,own,unskilled resident,no,no,0
52,5481,3,0,22,4,1,no checking,existing paid,furniture,<100,>=7,female div/dep/mar,co-applicant,no property,none,own,skilled,yes,no,0
53,3323,2,3,35,2,1,>=200,existing paid,retraining,unknown,>=7,male single,co-applicant,life insurance,none,for free,skilled,no,no,0
23,2980,4,4,54,2,2,0<=X<200,critical,furniture,unknown,>=7,male single,co-applicant,no property,none,own,skilled,no,no,0
16,3834,4,2,30,4,2,no checking,existing paid,other,100<=X<500,4<=X<7,male mar/wid,none,no property,none,own,skilled,yes,no,0
57,1959,1,0,52,2,2,no checking,delayed,repairs,<100,>=7,male mar/wid,none,real estate,none,own,skilled,yes,no,0
39,3274,3,1,60,1,2,no checking,delayed,domestic appliance,500<=X<1000,>=7,male single,none,life insurance,stores,for free,skilled,yes,no,0
53,5296,4,0,23,4,1,no checking,delayed,retraining,unknown,>=7,male single,none,no property,none,own,skilled,yes,no,0
42,4048,1,2,35,4,1,0<=X<200,no credits,other,<100,>=7,male single,none,no property,bank,own,highly skilled,yes,no,1
58,3344,4,4,60,4,2,no checking,delayed,business,>=1000,>=7,male mar/wid,co-applicant,real estate,bank,own,unskilled resident,no,no,0
39,3383,1,2,33,4,2,<0,critical,education,500<=X<1000,>=7,male single,none,no property,none,own,unskilled non-resident,yes,no,0
14,1794,1,1,35,2,1,0<=X<200,all paid,radio/tv,100<=X<500,>=7,male single,none,life insurance,none,own,skilled,yes,yes,1
5,3083,3,3,18,2,1,no checking,all paid,car used,100<=X<500,>=7,male single,none,real estate,none,own,unskilled resident,no,no,0
35,1228,4,0,28,1,1,no checking,all paid,domestic appliance,<100,1<=X<4,female div/dep/mar,none,no property,none,own,skilled,yes,yes,0
18,4549,3,4,41,3,1,<0,no credits,business,unknown,>=7,male mar/wid,none,no property,bank,own,highly skilled,yes,no,0
9,538,1,3,64,3,1,no checking,existing paid,retraining,>=1000,1<=X<4,male single,none,no property,none,own,skilled,yes,no,0
58,4339,2,2,32,1,2,0<=X<200,delayed,repairs,500<=X<1000,1<=X<4,female div/dep/mar,none,life insurance,none,own,skilled,yes,no,0
17,4495,4,4,18,3,2,>=200,existing paid,radio/tv,100<=X<500,1<=X<4,male single,none,real estate,none,own,skilled,yes,no,0
7,4919,2,3,18,1,2,no checking,existing paid,radio/tv,<100,>=7,female div/dep/mar,none,no property,stores,for free,unskilled resident,no,yes,0
46,3379,4,4,34,2,2,0<=X<200,delayed,education,unknown,>=7,male div/sep,none,real estate,none,own,skilled,yes,no,0
13,4416,3,1,49,4,1,<0,all paid,radio/tv,100<=X<500,>=7,male single,none,car,bank,for free,skilled,yes,no,1
40,3071,3,1,42,4,2,0<=X<200,delayed,car new,500<=X<1000,4<=X<7,male single,none,life insurance,none,own,highly skilled,yes,no,0
42,1787,3,0,40,2,1,no checking,existing paid,domestic appliance,500<=X<1000,>=7,male mar/wid,none,no property,none,for free,skilled,no,no,0
9,5184,3,0,50,4,1,<0,existing paid,business,100<=X<500,>=7,male single,none,life insurance,none,rent,skilled,no,no,1
50,3149,3,1,26,4,1,0<=X<200,existing paid,furniture,<100,4<=X<7,male div/sep,co-applicant,car,none,own,highly skilled,no,no,1
27,1509,2,4,35,3,1,no checking,existing paid,radio/tv,<100,4<=X<7,male single,none,no property,none,own,skilled,yes,no,0
66,2687,3,1,28,2,1,>=200,no credits,education,<100,4<=X<7,male single,none,no property,none,own,highly skilled,no,no,1
5,2736,1,0,31,3,1,<0,critical,car new,unknown,>=7,male div/sep,none,real estate,none,own,skilled,no,no,0
29,3848,1,1,22,3,1,no checking,all paid,education,<100,>=7,male mar/wid,none,no property,none,own,skilled,no,yes,0
37,6204,2,1,30,4,2,0<=X<200,delayed,radio/tv,<100,4<=X<7,female div/dep/mar,none,life insurance,none,for free,highly skilled,yes,no,0
38,3924,4,4,34,4,1,no checking,existing paid,furniture,unknown,>=7,male single,none,no property,none,for free,skilled,yes,no,0
8,3529,1,3,30,2,2,0<=X<200,all paid,radio/tv,<100,<1,female div/dep/mar,none,no property,none,for free,unskilled resident,yes,yes,1
65,6340,4,0,33,4,2,0<=X<200,existing paid,retraining,>=1000,4<=X<7,female div/dep/mar,none,life insurance,none,for free,skilled,yes,yes,0
17,4494,2,4,39,4,1,>=200,all paid,radio/tv,100<=X<500,4<=X<7,female div/dep/mar,none,car,none,own,skilled,no,no,1
71,3588,4,1,49,2,1,0<=X<200,critical,radio/tv,<100,unemployed,male div/sep,none,no property,bank,for free,highly skilled,yes,no,0
45,2671,4,1,50,4,2,no checking,delayed,radio/tv,100<=X<500,4<=X<7,male single,none,no property,none,own,highly skilled,yes,no,0
4,3666,4,3,44,3,2,0<=X<200,critical,education,<100,1<=X<4,female div/dep/mar,co-applicant,no property,none,own,highly skilled,yes,no,0
36,3188,4,0,19,2,2,0<=X<200,no credits,car used,unknown,>=7,female div/dep/mar,none,real estate,bank,own,unskilled resident,yes,no,0
70,3385,2,0,30,4,2,no checking,existing paid,business,500<=X<1000,4<=X<7,male single,none,car,bank,for free,skilled,yes,no,0
31,4914,1,2,31,1,1,no checking,existing paid,furniture,<100,>=7,male div/sep,none,car,none,own,skilled,yes,no,0
19,2595,3,0,27,2,1,>=200,delayed,car used,<100,>=7,male single,co-applicant,car,none,own,highly skilled,no,no,0
61,3912,4,3,39,2,1,0<=X<200,no credits,education,100<=X<500,<1,male single,none,no property,none,rent,skilled,yes,no,1
54,4457,1,2,18,1,2,0<=X<200,existing paid,car used,<100,>=7,male mar/wid,none,no property,none,own,unskilled resident,no,no,0
39,2443,1,2,55,4,1,<0,existing paid,radio/tv,<100,<1,male single,none,real estate,none,for free,highly skilled,yes,yes,1
19,2242,2,1,49,4,2,<0,all paid,education,500<=X<1000,>=7,male single,none,life insurance,none,own,skilled,no,no,1
39,3083,1,1,40,2,1,no checking,existing paid,business,unknown,>=7,female div/dep/mar,none,no property,none,own,skilled,yes,no,0
67,2693,2,0,34,2,2,no checking,existing paid,repairs,100<=X<500,4<=X<7,male mar/wid,none,car,bank,own,skilled,yes,no,0
45,4711,4,2,49,4,1,0<=X<200,delayed,business,unknown,>=7,male mar/wid,none,no property,none,own,skilled,yes,no,0
13,2018,4,1,43,4,1,0<=X<200,delayed,radio/tv,unknown,>=7,female div/dep/mar,none,no property,none,own,skilled,yes,no,0
58,3356,3,3,48,3,2,<0,existing paid,radio/tv,<100,>=7,male single,none,no property,stores,own,skilled,yes,no,1
20,6453,3,1,34,2,2,0<=X<200,existing paid,domestic appliance,unknown,>=7,male mar/wid,none,no property,none,for free,skilled,no,no,0
72,3787,3,1,56,2,2,<0,all paid,radio/tv,unknown,1<=X<4,female div/dep/mar,none,no property,none,own,unskilled non-resident,yes,no,0
61,3995,1,2,49,1,2,no checking,delayed,radio/tv,100<=X<500,>=7,male single,none,real estate,none,own,skilled,yes,no,0
39,4721,4,2,41,3,2,no checking,delayed,radio/tv,unknown,1<=X<4,male mar/wid,guarantor,no property,none,for free,skilled,no,no,0
1,2692,2,4,50,4,1,no checking,delayed,education,<100,1<=X<4,male single,none,real estate,none,own,skilled,yes,no,0
3,1919,3,3,29,3,2,no checking,critical,radio/tv,<100,1<=X<4,male single,guarantor,real estate,none,own,skilled,yes,no,0
62,3491,2,2,20,4,1,>=200,existing paid,furniture,unknown,4<=X<7,male mar/wid,none,no property,none,own,skilled,no,no,0
63,3602,2,0,38,4,1,no checking,delayed,furniture,100<=X<500,>=7,female div/dep/mar,none,real estate,bank,own,skilled,yes,no,0
25,1248,3,3,34,3,1,0<=X<200,existing paid,retraining,100<=X<500,>=7,male single,none,real estate,none,own,skilled,no,no,1
56,3739,4,3,32,2,1,>=200,existing paid,radio/tv,<100,>=7,male single,none,life insurance,none,for free,skilled,no,no,1
33,4608,3,2,49,4,1,no checking,critical,education,unknown,<1,female div/dep/mar,none,life insurance,none,own,skilled,no,no,0
38,2129,2,3,37,3,2,<0,no credits,car new,unknown,>=7,male single,none,no property,none,own,skilled,no,no,0
6,3815,3,2,38,1,2,no checking,no credits,car new,500<=X<1000,>=7,male single,none,real estate,none,rent,skilled,yes,no,0
58,4386,2,1,31,3,1,0<=X<200,existing paid,furniture,unknown,<1,male div/sep,none,no property,none,own,unskilled resident,yes,no,0
44,4004,2,4,45,1,1,no checking,existing paid,repairs,100<=X<500,4<=X<7,male mar/wid,none,no property,none,own,highly skilled,no,no,0
45,4122,3,1,43,4,2,no checking,delayed,radio/tv,<100,>=7,female div/dep/mar,none,no property,none,own,highly skilled,yes,no,0
32,2964,1,2,45,3,2,no checking,all paid,repairs,unknown,>=7,male div/sep,none,no property,none,own,skilled,yes,no,0
45,1861,3,2,29,3,1,no checking,all paid,furniture,unknown,>=7,male div/sep,none,no property,none,for free,skilled,no,no,0
61,2712,1,1,50,1,2,>=200,all paid,radio/tv,<100,>=7,male div/sep,guarantor,real estate,none,for free,highly skilled,yes,no,1
47,2538,2,0,57,3,2,no checking,no credits,other,<100,4<=X<7,male single,none,no property,none,own,skilled,yes,no,0
21,3170,2,0,45,3,2,no checking,no credits,car new,unknown,unemployed,male mar/wid,none,no property,none,own,skilled,yes,yes,0
36,4637,1,0,25,4,1,no checking,existing paid,radio/tv,unknown,>=7,female div/dep/mar,co-applicant,no property,none,own,unskilled resident,yes,no,0
19,1631,2,2,25,3,2,no checking,existing paid,radio/tv,>=1000,unemployed,male single,none,no property,none,own,skilled,yes,no,0
20,3451,1,3,30,2,1,no checking,critical,radio/tv,<100,>=7,male single,none,real estate,none,own,highly skilled,no,no,0
57,1941,1,2,28,1,1,no checking,delayed,car new,unknown,>=7,male div/sep,co-applicant,no property,none,own,skilled,no,no,0
18,2345,2,3,34,3,1,no checking,existing paid,radio/tv,unknown,>=7,male single,none,real estate,none,own,skilled,no,no,0
47,3969,4,1,42,1,1,no checking,no credits,radio/tv,500<=X<1000,>=7,male single,none,car,bank,own,highly skilled,yes,no,0
49,1783,1,4,38,1,1,no checking,all paid,radio/tv,unknown,4<=X<7,male div/sep,none,car,none,own,skilled,yes,no,0
14,4188,3,3,37,1,2,<0,delayed,business,unknown,>=7,male mar/wid,none,no property,none,own,skilled,yes,yes,0
15,1580,3,0,32,3,1,0<=X<200,existing paid,repairs,unknown,>=7,male div/sep,guarantor,no property,none,own,skilled,yes,no,0
31,4104,2,2,34,3,1,>=200,delayed,business,unknown,>=7,male single,none,no property,none,rent,skilled,yes,yes,0
1,1334,4,1,44,1,1,<0,delayed,radio/tv,>=1000,>=7,male single,none,no property,none,own,highly skilled,yes,no,0
54,2498,2,0,18,2,2,<0,delayed,retraining,>=1000,1<=X<4,male div/sep,none,real estate,none,own,highly skilled,yes,no,0
3,5641,4,1,34,1,2,no checking,delayed,car used,100<=X<500,>=7,male single,none,no property,stores,own,skilled,yes,no,0
16,5406,1,4,38,2,2,<0,existing paid,other,>=1000,>=7,male div/sep,none,no property,none,for free,skilled,no,no,1
57,2755,1,2,44,1,2,0<=X<200,existing paid,furniture,unknown,<1,male single,co-applicant,no property,none,own,unskilled resident,yes,yes,0
12,3758,1,2,22,4,2,no checking,delayed,furniture,unknown,>=7,male mar/wid,none,no property,none,own,highly skilled,no,no,0
16,4776,1,4,22,1,2,no checking,existing paid,business,100<=X<500,>=7,female div/dep/mar,none,no property,none,own,skilled,yes,no,0
72,4122,3,2,42,1,2,no checking,no credits,radio/tv,500<=X<1000,>=7,male single,co-applicant,no property,none,own,skilled,yes,no,0
24,2929,3,3,18,3,1,no checking,existing paid,car new,100<=X<500,4<=X<7,male mar/wid,none,real estate,none,own,skilled,yes,no,0
28,2335,2,1,50,2,1,no checking,existing paid,repairs,unknown,>=7,male single,guarantor,no property,none,own,highly skilled,yes,no,0
8,4356,4,0,37,4,2,0<=X<200,delayed,repairs,>=1000,>=7,male single,none,no property,none,own,unskilled resident,yes,yes,0
36,4684,1,4,53,2,1,no checking,existing paid,domestic appliance,<100,>=7,male mar/wid,none,car,none,rent,skilled,yes,no,0
8,5415,1,3,21,4,1,no checking,existing paid,car used,500<=X<1000,1<=X<4,male single,none,no property,none,for free,skilled,no,yes,0
58,1161,4,0,29,1,2,0<=X<200,delayed,radio/tv,<100,1<=X<4,female div/dep/mar,guarantor,car,none,own,skilled,yes,no,0
60,1704,4,0,18,3,1,<0,delayed,radio/tv,<100,>=7,male single,none,no property,none,own,skilled,yes,no,0
50,4723,2,4,25,3,1,no checking,existing paid,furniture,unknown,>=7,male single,none,no property,none,own,skilled,yes,no,0
28,1331,4,3,32,2,2,<0,all paid,car new,<100,1<=X<4,male single,none,no property,none,own,skilled,yes,no,1
41,4819,1,0,18,3,1,no checking,existing paid,radio/tv,100<=X<500,4<=X<7,male div/sep,none,no property,none,for free,unskilled non-resident,no,no,0
64,3002,1,0,30,2,2,0<=X<200,existing paid,radio/tv,<100,<1,male div/sep,none,life insurance,none,own,unskilled resident,yes,no,1
27,2619,1,3,18,2,2,no checking,no credits,car new,<100,>=7,male single,guarantor,life insurance,none,own,highly skilled,yes,yes,0
63,3527,1,2,31,4,1,no checking,all paid,business,unknown,unemployed,male single,co-applicant,no property,bank,own,skilled,yes,no,0
17,1589,1,0,48,2,1,<0,critical,domestic appliance,100<=X<500,unemployed,male mar/wid,none,real estate,none,own,unskilled resident,no,no,0
33,4301,2,1,34,4,1,0<=X<200,existing paid,business,unknown,unemployed,male mar/wid,none,no property,none,own,skilled,yes,no,0
29,5383,1,3,54,3,2,no checking,existing paid,business,100<=X<500,>=7,female div/dep/mar,none,real estate,bank,own,skilled,no,no,0
13,4359,2,0,44,2,2,no checking,all paid,car new,<100,4<=X<7,male mar/wid,none,real estate,none,own,skilled,yes,no,0
46,2962,1,4,51,2,2,no checking,existing paid,domestic appliance,100<=X<500,1<=X<4,male div/sep,none,no property,none,own,highly skilled,no,no,0
35,1348,3,1,25,1,1,>=200,critical,car new,unknown,>=7,male single,co-applicant,no property,none,own,highly skilled,no,no,0
6,1396,3,0,25,2,1,no checking,all paid,other,500<=X<1000,1<=X<4,male single,co-applicant,real estate,none,own,skilled,no,no,0
69,1608,3,1,39,2,2,0<=X<200,no credits,retraining,unknown,4<=X<7,male single,none,life insurance,none,own,skilled,yes,no,0
47,3255,3,1,18,1,1,0<=X<200,existing paid,retraining,>=1000,>=7,male mar/wid,none,real estate,none,own,skilled,yes,no,0
25,3412,2,2,40,1,1,0<=X<200,delayed,education,100<=X<500,4<=X<7,male div/sep,none,no property,none,own,skilled,yes,no,0
66,4356,2,1,31,3,2,no checking,existing paid,radio/tv,unknown,>=7,male div/sep,none,real estate,bank,rent,unskilled non-resident,yes,no,0
10,1025,4,2,50,2,2,0<=X<200,all paid,radio/tv,unknown,<1,male single,none,no property,none,own,skilled,yes,no,0
56,4910,1,3,43,3,1,<0,existing paid,radio/tv,100<=X<500,>=7,male div/sep,co-applicant,no property,none,own,unskilled non-resident,no,no,1
30,4139,3,2,48,3,2,no checking,delayed,radio/tv,<100,4<=X<7,male div/sep,co-applicant,no property,none,own,highly skilled,yes,no,0
5,2862,2,4,25,1,1,no checking,all paid,radio/tv,>=1000,>=7,male mar/wid,guarantor,life insurance,none,own,skilled,yes,no,0
33,1783,1,0,47,4,2,0<=X<200,existing paid,education,100<=X<500,1<=X<4,male single,co-applicant,no property,stores,own,unskilled resident,no,no,1
65,4832,1,3,52,3,2,<0,existing paid,car new,unknown,4<=X<7,male div/sep,none,no property,none,own,skilled,yes,no,0
18,2895,2,3,34,4,2,>=200,all paid,business,100<=X<500,>=7,male single,none,car,none,own,highly skilled,no,no,1
49,3245,3,4,26,2,1,>=200,delayed,radio/tv,<100,>=7,male div/sep,none,car,bank,for free,skilled,no,no,0
11,3750,4,2,26,1,1,no checking,critical,car used,unknown,<1,male div/sep,none,no property,none,rent,skilled,no,no,0
26,2129,1,0,49,2,2,0<=X<200,existing paid,business,unknown,>=7,male single,none,life insurance,none,own,skilled,no,no,0
63,2918,4,2,67,2,2,no checking,all paid,car new,<100,4<=X<7,male div/sep,none,no property,none,own,highly skilled,yes,yes,0
59,4352,3,1,23,1,2,no checking,no credits,retraining,unknown,>=7,male single,none,no property,none,own,skilled,yes,no,0
27,4226,3,2,22,2,1,0<=X<200,existing paid,radio/tv,100<=X<500,1<=X<4,male mar/wid,none,no property,none,own,unskilled non-resident,yes,no,0
49,4237,4,3,46,1,2,no checking,existing paid,radio/tv,100<=X<500,>=7,male single,none,no property,none,own,skilled,yes,no,0
33,1827,3,0,25,4,2,0<=X<200,all paid,furniture,unknown,4<=X<7,male div/sep,none,no property,none,own,skilled,yes,no,0
1,2975,1,2,47,2,2,0<=X<200,no credits,radio/tv,500<=X<1000,4<=X<7,male mar/wid,none,real estate,none,for free,highly skilled,no,no,1
21,2775,4,0,40,1,2,>=200,no credits,car new,<100,unemployed,male single,none,real estate,bank,own,unskilled resident,yes,no,0
55,3802,3,0,34,3,1,<0,delayed,education,100<=X<500,<1,female div/dep/mar,none,no property,none,own,skilled,yes,no,0
6,3690,4,1,40,2,1,<0,critical,radio/tv,unknown,>=7,female div/dep/mar,none,no property,none,own,skilled,no,no,0
69,3465,1,1,39,4,2,>=200,delayed,radio/tv,<100,>=7,male single,none,no property,none,rent,highly skilled,yes,no,0
5,6353,3,3,32,1,1,no checking,all paid,education,500<=X<1000,>=7,female div/dep/mar,none,no property,none,own,skilled,yes,no,0
3,2907,1,4,18,2,1,no checking,delayed,car new,unknown,1<=X<4,male div/sep,none,car,none,own,skilled,yes,no,0
53,2761,3,0,37,2,1,no checking,all paid,car new,100<=X<500,4<=X<7,male mar/wid,guarantor,life insurance,bank,own,unskilled resident,no,no,0
23,1825,2,4,53,2,2,<0,existing paid,radio/tv,unknown,>=7,male mar/wid,none,car,none,own,unskilled non-resident,no,no,0
53,1348,3,3,18,4,1,no checking,delayed,radio/tv,unknown,>=7,female div/dep/mar,none,real estate,stores,rent,skilled,no,no,0
37,1745,4,0,23,1,1,no checking,existing paid,radio/tv,100<=X<500,4<=X<7,male div/sep,co-applicant,no property,none,own,skilled,yes,no,0
17,2372,3,0,40,3,1,no checking,existing paid,radio/tv,100<=X<500,>=7,male mar/wid,co-applicant,no property,none,own,skilled,no,no,0
1,4908,1,4,35,3,2,no checking,all paid,other,<100,>=7,female div/dep/mar,none,no property,none,for free,highly skilled,yes,no,0
51,3319,1,2,39,3,2,no checking,all paid,radio/tv,>=1000,>=7,male single,none,no property,none,rent,skilled,yes,yes,0
45,3512,3,1,26,1,1,>=200,existing paid,business,unknown,1<=X<4,female div/dep/mar,none,life insurance,none,own,skilled,yes,no,0
4,3150,4,2,48,3,1,no checking,existing paid,other,100<=X<500,unemployed,male mar/wid,none,real estate,none,for free,unskilled resident,yes,no,0
62,3727,2,4,35,4,2,0<=X<200,critical,radio/tv,100<=X<500,4<=X<7,female div/dep/mar,none,car,none,own,unskilled non-resident,yes,no,0
65,5023,4,1,43,1,2,no checking,existing paid,furniture,100<=X<500,>=7,male div/sep,co-applicant,no property,none,own,skilled,no,no,0
32,778,2,2,38,2,1,0<=X<200,existing paid,domestic appliance,500<=X<1000,1<=X<4,male single,co-applicant,no property,none,rent,skilled,yes,no,1
34,4793,1,1,37,4,1,<0,no credits,repairs,<100,1<=X<4,male mar/wid,none,no property,none,own,skilled,yes,yes,1
72,250,4,0,42,2,2,<0,all paid,furniture,unknown,>=7,female div/dep/mar,none,no property,none,own,highly skilled,yes,no,0
39,3306,2,2,37,3,2,no checking,delayed,business,<100,4<=X<7,male div/sep,guarantor,real estate,none,own,skilled,yes,no,0
26,6010,3,1,20,4,1,>=200,no credits,repairs,unknown,4<=X<7,male single,none,real estate,none,for free,skilled,yes,no,0
34,4121,1,1,48,1,2,>=200,existing paid,education,500<=X<1000,>=7,male single,none,no property,none,own,highly skilled,no,no,1
54,3737,3,1,44,4,1,no checking,all paid,other,500<=X<1000,>=7,male div/sep,none,life insurance,none,own,skilled,no,no,0
3,5773,1,2,18,2,1,no checking,critical,furniture,<100,>=7,male mar/wid,none,no property,none,own,skilled,no,no,0
50,2392,4,3,27,1,1,0<=X<200,critical,car new,unknown,1<=X<4,male single,none,no property,none,own,unskilled resident,no,no,0
12,3813,4,2,47,4,2,0<=X<200,all paid,domestic appliance,<100,>=7,male single,none,life insurance,none,own,skilled,yes,no,1
65,3993,1,4,18,4,1,no checking,all paid,repairs,<100,>=7,male single,none,no property,none,own,highly skilled,no,no,0
54,2617,1,2,46,4,1,no checking,existing paid,education,500<=X<1000,<1,male single,none,no property,none,own,unskilled non-resident,yes,no,0
5,2728,1,1,33,4,2,no checking,existing paid,radio/tv,unknown,>=7,male single,none,no property,none,own,skilled,yes,no,0
57,2591,4,0,51,1,2,no checking,all paid,car new,<100,4<=X<7,male div/sep,none,real estate,bank,for free,skilled,yes,no,0
17,3380,2,2,34,2,1,0<=X<200,critical,business,<100,4<=X<7,male mar/wid,none,no property,none,own,highly skilled,yes,yes,0
47,3954,3,2,26,4,1,no checking,all paid,car used,unknown,4<=X<7,male single,none,no property,none,own,skilled,yes,no,0
23,3425,3,1,38,1,2,no checking,delayed,domestic appliance,unknown,4<=X<7,female div/dep/mar,none,no property,none,own,highly skilled,yes,no,0
14,4157,4,0,34,2,2,no checking,existing paid,other,<100,4<=X<7,male single,none,real estate,none,own,skilled,yes,no,0
66,809,3,0,25,4,2,<0,all paid,furniture,>=1000,>=7,male single,none,no property,none,own,unskilled resident,no,no,1
51,2998,1,4,61,2,1,no checking,existing paid,radio/tv,100<=X<500,<1,male single,guarantor,no property,stores,own,unskilled non-resident,yes,yes,0
38,1991,2,2,23,2,1,no checking,existing paid,furniture,>=1000,>=7,female div/dep/mar,none,no property,bank,own,skilled,yes,no,0
64,3648,3,0,18,1,1,0<=X<200,all paid,car used,unknown,>=7,male single,guarantor,no property,none,own,skilled,no,no,0
38,3629,2,0,53,2,2,no checking,existing paid,car new,<100,1<=X<4,female div/dep/mar,none,no property,none,own,highly skilled,yes,no,0
50,3126,1,3,27,1,1,no checking,all paid,car new,unknown,<1,male single,none,no property,none,own,skilled,no,no,0
30,3908,3,3,31,4,2,no checking,all paid,furniture,100<=X<500,>=7,male single,co-applicant,life insurance,none,own,skilled,no,no,0
51,4518,4,0,30,2,1,no checking,all paid,radio/tv,500<=X<1000,>=7,male single,co-applicant,no property,none,own,unskilled non-resident,yes,no,0
63,3195,2,4,28,2,2,no checking,existing paid,radio/tv,unknown,<1,male mar/wid,co-applicant,real estate,none,own,skilled,yes,no,0
